symbol	section	namespace	name	GMSJ01	GMSJ01.size	GMSE01	GMSE01.size	GMSP01	GMSP01.size	GMSJ0A	GMSJ0A.size
setEffectMtx__13J3DTexMtxInfoFPA4_f	.text	J3DTexMtxInfo	setEffectMtx			800643E8	124	8005DA88	124	80049EE8	124
__dt__16TNameKuriManagerFv	.text	TNameKuriManager	~TNameKuriManager			80065828	116	8005EEC8	116	8004B328	116
execute__54JPACallBackBase2<P14JPABaseEmitter,P15JPABaseParticle>FP14JPABaseEmitterP15JPABaseParticle	.text	JPACallBackBase2<JPABaseEmitter*\,JPABaseParticle*>	execute			80065920	4	8005EFC0	4	8004B420	4
draw__54JPACallBackBase2<P14JPABaseEmitter,P15JPABaseParticle>FP14JPABaseEmitterP15JPABaseParticle	.text	JPACallBackBase2<JPABaseEmitter*\,JPABaseParticle*>	draw			80065924	4	8005EFC4	4	8004B424	4
__dt__7TPakkunFv	.text	TPakkun	~TPakkun			80069F38	132	800635D8	132	8004FA38	132
moveSRT__17TMapCollisionBaseFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	.text	TMapCollisionBase	moveSRT			8006C9EC	4	8006608C	4	800524EC	4
SMS_EasyEmitParticle<27E_SMS_EFFECT_ONETIME_NORMAL>__F27E_SMS_EFFECT_ONETIME_NORMALPA4_fPCvRCQ29JGeometry8TVec3<f>	.text	Enemy	SMS_EasyEmitParticle			8008E938	128	80087FD8	128	8007445C	128
SMS_EasyEmitParticle<24E_SMS_EFFECT_LOOP_NORMAL>__F24E_SMS_EFFECT_LOOP_NORMALPCQ29JGeometry8TVec3<f>PCvRCQ29JGeometry8TVec3<f>	.text	Enemy	SMS_EasyEmitParticle			8008EAB8	128	80088158	128	800745DC	128
SMS_EasyEmitParticle<26E_SMS_EFFECT_LOOP_INDIRECT>__F26E_SMS_EFFECT_LOOP_INDIRECTPCQ29JGeometry8TVec3<f>PCvRCQ29JGeometry8TVec3<f>	.text	Enemy	SMS_EasyEmitParticle			8008EB38	128	800881D8	128	8007465C	128
moveMtx__17TMapCollisionBaseFPA4_f	.text	TMapCollisionBase	moveMtx			80095448	4	8008EAE8	4	8007AF70	4
gekko_ps_copy12__9JGeometryFPvPv	.text	JGeometry	gekko_ps_copy12			8009544C	52	8008EAEC	52	8007AF74	52
setUp__17TMapCollisionBaseFv	.text	TMapCollisionBase	setUp			800969EC	16	8009008C	16	8007C518	16
__dt__9TTobiPukuFv	.text	TTobiPuku	~TTobiPuku			8009BDB0	156	80095450	156	800818E0	156
__dt__18TTobiPukuLaunchPadFv	.text	TTobiPukuLaunchPad	~TTobiPukuLaunchPad			8009DADC	132	8009717C	132	8008360C	132
__dt__16TTobiPukuManagerFv	.text	TTobiPukuManager	~TTobiPukuManager			8009E2B8	116	80097958	116	80083DE8	116
__dt__25TTobiPukuLaunchPadManagerFv	.text	TTobiPukuLaunchPadManager	~TTobiPukuLaunchPadManager			8009E3B0	116	80097A50	116	80083EE0	116
remove__17TMapCollisionBaseFv	.text	TMapCollisionBase	remove			8009EB8C	16	8009822C	16	800846BC	16
moveMtx__17TMapCollisionMoveFPA4_f	.text	TMapCollisionMove	moveMtx			800A0B14	60	8009A1B4	60	80086644	60
setUpTrans__17TMapCollisionBaseFRCQ29JGeometry8TVec3<f>	.text	TMapCollisionBase	setUpTrans			800A100C	172	8009A6AC	172	80086B3C	172
__dt__16TLauncherManagerFv	.text	TLauncherManager	~TLauncherManager			800A2A2C	100	8009C0CC	100	8008855C	100
__dt__9TLauncherFv	.text	TLauncher	~TLauncher			800A34E8	108	8009CB88	108	80089018	108
setMtx__17TMapCollisionBaseFPA4_f	.text	TMapCollisionBase	setMtx			800A4D34	44	8009E3D4	44	8008A864	44
MsPerpendicFootToLineR__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	.text	Enemy	MsPerpendicFootToLineR			800A98D4	328	800A2F74	328	8008F414	328
__dt__8TPoiHanaFv	.text	TPoiHana	~TPoiHana			800B725C	156	800B08FC	156	8009CDAC	156
set__Q29JGeometry8TVec3<f>FRC3Vec	.text	JGeometry::TVec3<float><float>	set							800A899C	28
__dt__11TMapObjBaseFv	.text	TMapObjBase	~TMapObjBase			800C6DD8	108	800C0478	108	800AC950	108
getRollAngX__9TSlotDrumCFi	.text	TSlotDrum	getRollAngX			800C6E48	16	800C04E8	16	800AC9C0	16
getRollAngY__17TSirenaRollMapObjCFi	.text	TSirenaRollMapObj	getRollAngY			800C6E58	8	800C04F8	8	800AC9D0	8
getRollAngZ__17TSirenaRollMapObjCFi	.text	TSirenaRollMapObj	getRollAngZ			800C6E60	8	800C0500	8	800AC9D8	8
kill__11TMapObjBaseFv	.text	TMapObjBase	kill			800C6E68	44	800C0508	44	800AC9E0	44
getRadiusAtY__11TMapObjBaseCFf	.text	TMapObjBase	getRadiusAtY			800C6E94	8	800C0534	8	800ACA0C	8
getTakingMtx__11TMapObjBaseFv	.text	TMapObjBase	getTakingMtx			800C6E9C	52	800C053C	52	800ACA14	52
setModelMtx__11TMapObjBaseFPA4_f	.text	TMapObjBase	setModelMtx			800C6ED0	56	800C0570	56	800ACA48	56
loadBeforeInit__11TMapObjBaseFR20JSUMemoryInputStream	.text	TMapObjBase	loadBeforeInit			800C6F08	4	800C05A8	4	800ACA80	4
calc__11TMapObjBaseFv	.text	TMapObjBase	calc			800C6F0C	4	800C05AC	4	800ACA84	4
draw__11TMapObjBaseCFv	.text	TMapObjBase	draw			800C6F10	4	800C05B0	4	800ACA88	4
dead__11TMapObjBaseFv	.text	TMapObjBase	dead			800C6F14	4	800C05B4	4	800ACA8C	4
getHitObjNumMax__11TMapObjBaseFv	.text	TMapObjBase	getHitObjNumMax			800C6F18	8	800C05B8	8	800ACA90	8
getDepthAtFloating__11TMapObjBaseFv	.text	TMapObjBase	getDepthAtFloating			800C6F20	8	800C05C0	8	800ACA98	8
getRollAngX__17TSirenaRollMapObjCFi	.text	TSirenaRollMapObj	getRollAngX			800C6F28	8	800C05C8	8	800ACAA0	8
touchWater__11TMapObjBaseFP9THitActor	.text	TMapObjBase	touchWater			800C6F30	8	800C05D0	8	800ACAA8	8
__dt__17TSirenaRollMapObjFv	.text	TSirenaRollMapObj	~TSirenaRollMapObj			800C6F38	132	800C05D8	132	800ACAB0	132
@32@__dt__17TSirenaRollMapObjFv	.text	TSirenaRollMapObj	~TSirenaRollMapObj			800C7554	8	800C0BF4	8	800AD0CC	8
__sinit_riccohook_cpp	.text	Enemy	__sinit_riccohook_cpp			800C80D0	764	800C1770	764	800ADC48	764
clipEnemies__15TBombHeiManagerFPQ26JDrama9TGraphics	.text	TBombHeiManager	clipEnemies			800CABFC	4	800C429C	4	800B0774	4
begin__Q27JGadget38TVector<Pv,Q27JGadget14TAllocator<Pv>>Fv	.text	JGadget::TVector<void*\,JGadget::TAllocator<void*>>	begin			800D4258	8	800CD8F8	8	800B9DE4	8
__dt__10TBEelTearsFv	.text	TBEelTears	~TBEelTears			800DB23C	108	800D48DC	108	800C0DC8	108
__ct__10TParamT<f>FP7TParamsfUsPCc	.text	TParamT<float><float>	TParamT			800DD7F0	76	800D6E90	76	800C337C	76
__ct__12TSamboFlowerFPCc	.text	TSamboFlower	TSamboFlower			800E4B98	104	800DE238	104	800CA724	104
__dt__17TDemoBossHanachanFv	.text	TDemoBossHanachan	~TDemoBossHanachan			800EAA04	108	800E40A4	108	800D0590	108
__dt__24TDemoBossHanachanManagerFv	.text	TDemoBossHanachanManager	~TDemoBossHanachanManager			800EAC70	100	800E4310	100	800D07FC	100
getTransform__18J3DAnmTransformKeyCFUsP16J3DTransformInfo	.text	J3DAnmTransformKey	getTransform							800D0A24	48
__dt__14TWaterHitActorFv	.text	TWaterHitActor	~TWaterHitActor			800ECCD0	132	800E6370	132	800D288C	132
CLBRoundf<s>__Ff	.text	Enemy	CLBRoundf							800D34B8	52
@32@__dt__14TWaterHitActorFv	.text	TWaterHitActor	~TWaterHitActor			800ED8FC	8	800E6F9C	8	800D34EC	8
CLBSquared<f>__Ff	.text	Enemy	CLBSquared							800D6B6C	8
CLBCalcRatio<f>__Ffff	.text	Enemy	CLBCalcRatio							800D8B80	40
CLBChaseConstantSpecifyFrame<f>__FPfff	.text	Enemy	CLBChaseConstantSpecifyFrame							800DA78C	48
emitEffects__8TAmiNokoFv	.text	TAmiNoko	emitEffects			800F7158	576	800F07F8	576	800DCDB0	576
calcDirection__8TAmiNokoFv	.text	TAmiNoko	calcDirection			800F7398	1720	800F0A38	1720	800DCFF0	1720
__dt__Q26JDrama10TPlacementFv	.text	JDrama::TPlacement	~TPlacement							800E5884	116
__ct__22J3DMtxCalcSoftimageAnmFP15J3DAnmTransform	.text	J3DMtxCalcSoftimageAnm	J3DMtxCalcSoftimageAnm			80102ED4	252	800FC574	252	800E8BA8	252
fmodf__3stdFff	.text	std	fmodf			80109AFC	92	8010319C	92	800EF7D8	92
end__Q27JGadget26TList_pointer<P9THitActor>Fv	.text	JGadget::TList_pointer<THitActor*>	end			80110FA4	36	8010A644	36	800F6C80	36
set__Q29JGeometry13SMatrix34C<f>Fffffffffffff	.text	JGeometry::SMatrix34C<float><float>	set			80118FB8	76	80112658	76	800FECA0	76
setLength__Q29JGeometry8TVec3<f>FRCQ29JGeometry8TVec3<f>f	.text	JGeometry::TVec3<float><float>	setLength							801125D4	164
CLBLinearInbetween<f>__Ffff	.text	GC2D	CLBLinearInbetween							8011FD18	12
resize__7J2DPaneFii	.text	J2DPane	resize			8013EE8C	36	80133A08	36	8012015C	36
move__7J2DPaneFii	.text	J2DPane	move			8013EEB0	36	80133A2C	36	80120180	36
__dt__13J2DOrthoGraphFv	.text	J2DOrthoGraph	~J2DOrthoGraph			8013F480	92	80133FFC	92	80120750	92
__dt__9TSMSFaderFv	.text	TSMSFader	~TSMSFader			8013F5C4	116	80134140	116	80120894	116
add__7J2DPaneFii	.text	J2DPane	add			80144E34	36	80139A70	36	801261C0	36
getAvailable__21JSURandomOutputStreamCFv	.text	JSURandomOutputStream	getAvailable			80144F74	92	80139BB0	92	80126300	92
getAvailable__20JSURandomInputStreamCFv	.text	JSURandomInputStream	getAvailable			80144FD0	92	80139C0C	92	8012635C	92
set__Q28JUtility6TColorFUcUcUcUc	.text	JUtility::TColor	set			80147278	20	8013BEFC	20	8012864C	20
countBlueCoin__11TGCConsole2Fv	.text	TGCConsole2	countBlueCoin			8014757C	1168	8013C200	1168	80128950	1168
countShine__11TGCConsole2Fv	.text	TGCConsole2	countShine			80147A0C	2400	8013C690	2400	80128DE0	2400
checkDolpic8__11TGCConsole2Fv	.text	TGCConsole2	checkDolpic8			801487D4	1616	8013D458	1628	80129BA8	1628
startDisappearTank__11TGCConsole2Fv	.text	TGCConsole2	startDisappearTank			8014C924	472	801415B4	472	8012DD18	472
__dt__21JSURandomOutputStreamFv	.text	JSURandomOutputStream	~JSURandomOutputStream			8014EC8C	100	8014391C	100	8013009C	100
getWidth__10JUTResFontCFv	.text	JUTResFont	getWidth			8014ECF0	12	80143980	12	80130100	12
__ct__Q28JUtility6TColorFv	.text	JUtility::TColor	TColor			801500D4	12	80144D64	12	801314E4	12
__dt__21JSUMemoryOutputStreamFv	.text	JSUMemoryOutputStream	~JSUMemoryOutputStream			80151C14	116	80146A30	116	80132FBC	116
setMessageC__9TCardSaveFP10J2DTextBoxlUl	.text	TCardSave	setMessageC			80161C28	1024	80156C74	1024		
resizeBox__9TCardLoadFP9J2DWindowP10J2DTextBoxP10J2DTextBox	.text	TCardLoad	resizeBox					801610BC	532		
setupTitleScreen__9TCardLoadFv	.text	TCardLoad	setupTitleScreen					801638B4	772	8014F31C	272
changeLanguage__9TCardLoadFi	.text	TCardLoad	changeLanguage					80163BB8	548		
loadLangTexture__9TCardLoadFv	.text	TCardLoad	loadLangTexture					80163DDC	952		
resetScoreScreenObjects__9TCardLoadFv	.text	TCardLoad	resetScoreScreenObjects					80164194	740	8014F42C	740
__ct__Q26JDrama8TViewObjFPCc	.text	JDrama::TViewObj	TViewObj							8015810C	92
__dt__Q26JDrama9TFrmGXSetFv	.text	JDrama::TFrmGXSet	~TFrmGXSet			801772E0	116	8016D2A8	116	80158168	116
__dt__Q26JDrama55TViewObjPtrListT<Q26JDrama8TViewObj,Q26JDrama8TViewObj>Fv	.text	JDrama::TViewObjPtrListT<JDrama::TViewObj\,JDrama::TViewObj>	~TViewObjPtrListT			80177354	140	8016D31C	140	801581DC	140
__dt__Q26JDrama9TDirectorFv	.text	JDrama::TDirector	~TDirector			80177600	120	8016D5C8	120	80158488	120
@12@JSGFindObject__Q26JDrama9TDirectorCFPCcQ26JStage8TEObject	.text	JDrama::TDirector	JSGFindObject			80177974	8	8016D93C	8	801587FC	8
startMoveCursor2__6TGuideFv	.text	TGuide	startMoveCursor2					80171314	364	8015C20C	364
__dt__9TSunGlassFv	.text	TSunGlass	~TSunGlass			8017D6EC	116	8017371C	116	8015E614	116
__dt__10TSmplFaderFv	.text	TSmplFader	~TSmplFader			8017D970	132	801739A0	132	8015E898	132
setLang__11TProgSelectFl	.text	TProgSelect	setLang					80173DC0	192		
checkInput__14TOptionControlFv	.text	TOptionControl	checkInput			801835EC	1076	80179FE8	1436		
SMSGetMSound__Fv	.text	GC2D	SMSGetMSound			80183A8C	8	8017A5F0	8		
begin__Q29@unnamed@16ArrayWrapper<Ul>CFv	.text	@unnamed@::ArrayWrapper<unsigned_long><unsigned_long>	begin			80183A94	8	8017A5F8	8		
changeTopMessage__14TOptionControlFi	.text	TOptionControl	changeTopMessage					8017A600	264		
getFirstLink__10JSUPtrListCFv	.text	JSUPtrList	getFirstLink			80184884	8	8017B9D4	8	8016560C	8
changeTexture__16TOptionSoundUnitFi	.text	TOptionSoundUnit	changeTexture					8017C4EC	792		
setInfluencedAlphaRecursive__19TOptionLanguageUnitFP7J2DPaneb	.text	TOptionLanguageUnit	setInfluencedAlphaRecursive					8017D2F0	236		
setState__19TOptionLanguageUnitFQ219TOptionLanguageUnit5State	.text	TOptionLanguageUnit	setState					8017D3DC	804		
update__19TOptionLanguageUnitFv	.text	TOptionLanguageUnit	update					8017D700	644		
changeTexture__19TOptionLanguageUnitFi	.text	TOptionLanguageUnit	changeTexture					8017D984	688		
replaceTexture__19TOptionLanguageUnitFUlP10JUTTexture	.text	TOptionLanguageUnit	replaceTexture					8017DC34	192		
__ct__19TOptionLanguageUnitFP9J2DScreen	.text	TOptionLanguageUnit	TOptionLanguageUnit					8017DCF4	808		
setInfluencedAlphaRecursive__19TOptionSubtitleUnitFP7J2DPaneb	.text	TOptionSubtitleUnit	setInfluencedAlphaRecursive			80185D4C	236	8017E01C	236		
setState__19TOptionSubtitleUnitFQ219TOptionSubtitleUnit5State	.text	TOptionSubtitleUnit	setState			80185E38	804	8017E108	804		
update__19TOptionSubtitleUnitFv	.text	TOptionSubtitleUnit	update			8018615C	644	8017E42C	644		
changeTexture__19TOptionSubtitleUnitFi	.text	TOptionSubtitleUnit	changeTexture					8017E6B0	792		
__ct__19TOptionSubtitleUnitFP9J2DScreen	.text	TOptionSubtitleUnit	TOptionSubtitleUnit			801863E0	704	8017E9C8	992		
changeTexture__17TOptionRumbleUnitFi	.text	TOptionRumbleUnit	changeTexture					8017F3AC	792		
update__19TPaneScalingControlFv	.text	TPaneScalingControl	update					8017FD64	396		
replaceTexture__13TArrowControlFUlP10JUTTexture	.text	TArrowControl	replaceTexture					8017FEF0	184		
loadTexture__9@unnamed@FPP10JUTTexturePc	.text	@unnamed@	loadTexture					8017FFA8	168		
erase__Q27JGadget68TList<16MActorSubAnmInfo,Q27JGadget30TAllocator<16MActorSubAnmInfo>>FQ37JGadget68TList<16MActorSubAnmInfo,Q27JGadget30TAllocator<16MActorSubAnmInfo>>8iterator	.text	JGadget::TList<MActorSubAnmInfo\,JGadget::TAllocator<MActorSubAnmInfo>>	erase			80188658	108	80180EE0	108	80168D6C	108
__dt__9TMapEventFv	.text	TMapEvent	~TMapEvent			8018EDB0	132	80187638	132	8016F4C4	132
__dt__13TEventWatcherFv	.text	TEventWatcher	~TEventWatcher			8018EEA8	116	80187730	116	8016F5BC	116
__dt__29TMapEventSinkInPollutionResetFv	.text	TMapEventSinkInPollutionReset	~TMapEventSinkInPollutionReset			80190E40	148	801896C8	148	80171554	148
__dt__24TMapEventSinkInPollutionFv	.text	TMapEventSinkInPollution	~TMapEventSinkInPollution			80190ED4	148	8018975C	148	801715E8	148
__dt__13TMapEventSinkFv	.text	TMapEventSink	~TMapEventSink			80190F68	148	801897F0	148	8017167C	148
getType__Q26JDrama7TCameraCFv	.text	JDrama::TCamera	getType							80174868	8
@32@JSGSetFlag__Q26JDrama7TCameraFUl	.text	JDrama::TCamera	JSGSetFlag							80174B6C	8
@32@JSGGetFlag__Q26JDrama7TCameraCFv	.text	JDrama::TCamera	JSGGetFlag							80174B74	8
@32@JSGSetProjectionFar__Q26JDrama7TCameraFf	.text	JDrama::TCamera	JSGSetProjectionFar							80174B7C	8
@32@JSGGetProjectionFar__Q26JDrama7TCameraCFv	.text	JDrama::TCamera	JSGGetProjectionFar							80174B84	8
@32@JSGSetProjectionNear__Q26JDrama7TCameraFf	.text	JDrama::TCamera	JSGSetProjectionNear							80174B8C	8
@32@JSGGetProjectionNear__Q26JDrama7TCameraCFv	.text	JDrama::TCamera	JSGGetProjectionNear							80174B94	8
getZMode__10J3DPEBlockFv	.text	J3DPEBlock	getZMode			80194768	8	8018CFF0	8	80174EB4	8
__as__13J3DTexMtxInfoFRC13J3DTexMtxInfo	.text	J3DTexMtxInfo	operator_=			80194770	212	8018CFF8	212	80174EBC	212
__dt__Q27JGadget68TList<16MActorSubAnmInfo,Q27JGadget30TAllocator<16MActorSubAnmInfo>>Fv	.text	JGadget::TList<MActorSubAnmInfo\,JGadget::TAllocator<MActorSubAnmInfo>>	~TList			80194A80	188	8018D308	188	801751CC	188
get__Q25JMath13TRandom_fast_Fv	.text	JMath::TRandom_fast_	get			801A8064	36	801A08EC	36	801887B0	36
__ct__Q29JGeometry8TVec2<f>Fv	.text	JGeometry::TVec2<float><float>	TVec2							8018AA0C	4
__dt__14TMapObjGeneralFv	.text	TMapObjGeneral	~TMapObjGeneral			801AEC3C	132	801A6AF4	132	8018E9BC	132
__dt__18TMapObjChangeStageFv	.text	TMapObjChangeStage	~TMapObjChangeStage			801B6980	132	801AE838	132	80196700	132
__dt__9TSandLeafFv	.text	TSandLeaf	~TSandLeaf			801B6A04	132	801AE8BC	132	80196784	132
__dt__6TFenceFv	.text	TFence	~TFence			801B6A88	132	801AE940	132	80196808	132
__dt__11TJuiceBlockFv	.text	TJuiceBlock	~TJuiceBlock			801B6B90	132	801AEA48	132	80196910	132
__dt__5TItemFv	.text	TItem	~TItem			801B6C24	156	801AEADC	156	801969A4	156
__dt__12THideObjBaseFv	.text	THideObjBase	~THideObjBase			801B7E38	132	801AFCF0	132	80197BB8	132
calcRootMatrix__11TItemNozzleFv	.text	TItemNozzle	calcRootMatrix			801BBAE4	264	801B399C	264	8019B86C	264
MsWrap<f>__Ffff	.text	MoveBG	MsWrap			801BDBF0	72	801B5AA8	72	8019D978	72
__dt__5TCoinFv	.text	TCoin	~TCoin			801BE108	156	801B5FC0	156	8019DE90	156
touchActor__11TJuiceBlockFP9THitActor	.text	TJuiceBlock	touchActor			801C32A0	108	801BB158	108	801A3028	108
__dt__9TSlotDrumFv	.text	TSlotDrum	~TSlotDrum			801CB4E8	156	801C33A0	156	801AB270	156
__dt__9TRouletteFv	.text	TRoulette	~TRoulette			801CCCC0	132	801C4B78	132	801ACA48	132
touchWater__17TWatermelonStaticFP9THitActor	.text	TWatermelonStatic	touchWater			801CF9C8	8	801C7880	8	801AF750	8
__dt__9TSandBaseFv	.text	TSandBase	~TSandBase			801D1F64	132	801C9E1C	132	801B1CBC	132
__dt__17TWatermelonStaticFv	.text	TWatermelonStatic	~TWatermelonStatic			801D3710	132	801CB5C8	132	801B3468	132
@32@__dt__17TWatermelonStaticFv	.text	TWatermelonStatic	~TWatermelonStatic			801D3F70	8	801CBE28	8	801B3CC8	8
calc__8TAmiKingFv	.text	TAmiKing	calc			801D4374	380	801CC22C	380	801B40CC	380
__dt__17TMapObjFloatOnSeaFv	.text	TMapObjFloatOnSea	~TMapObjFloatOnSea			801DDD50	156	801D5C28	156	801BDAC8	156
__dt__12TMapObjPlaneFv	.text	TMapObjPlane	~TMapObjPlane			801DF784	108	801D765C	108	801BF4FC	108
__ct__Q29JGeometry8TVec3<s>Fv	.text	JGeometry::TVec3<short><short>	TVec3			801E987C	4	801E1754	4	801C95F4	4
setTevAlphaOp__11J3DTevStageFUcUcUcUcUc	.text	J3DTevStage	setTevAlphaOp			801EBABC	144	801E3994	144	801CB834	144
setTevColorOp__11J3DTevStageFUcUcUcUcUc	.text	J3DTevStage	setTevColorOp			801EBB4C	144	801E3A24	144	801CB8C4	144
__dt__11TFenceWaterFv	.text	TFenceWater	~TFenceWater			801EE89C	156	801E6774	156	801CE614	156
getNozzleKind__14TNozzleTriggerCFv	.text	TNozzleTrigger	getNozzleKind			801FA150	8	801F2028	8	801D9EC8	8
__dt__13TBreakHideObjFv	.text	TBreakHideObj	~TBreakHideObj			801FE7BC	156	801F66A0	156	801DE560	156
__dt__23TWaterHitPictureHideObjFv	.text	TWaterHitPictureHideObj	~TWaterHitPictureHideObj			801FEF7C	156	801F6E60	156	801DED20	156
__dt__16TFruitHitHideObjFv	.text	TFruitHitHideObj	~TFruitHitHideObj			801FFFF8	156	801F7EDC	156	801DFD9C	156
__dt__11TNPCManagerFv	.text	TNPCManager	~TNPCManager			80209C40	100	80201B24	100	801E9ADC	100
__dt__11TObjManagerFv	.text	TObjManager	~TObjManager			8020A7B4	116	80202698	116	801EA650	116
__dt__17TMareWBaseManagerFv	.text	TMareWBaseManager	~TMareWBaseManager			8020A888	132	8020276C	132	801EA724	132
__dt__17TMareMBaseManagerFv	.text	TMareMBaseManager	~TMareMBaseManager			8020A90C	132	802027F0	132	801EA7A8	132
__dt__21TMonteWSpecialManagerFv	.text	TMonteWSpecialManager	~TMonteWSpecialManager			8020B650	132	80203534	132	801EB4EC	132
__dt__21TMonteMSpecialManagerFv	.text	TMonteMSpecialManager	~TMonteMSpecialManager			8020B6D4	132	802035B8	132	801EB570	132
__dt__18TMonteWBaseManagerFv	.text	TMonteWBaseManager	~TMonteWBaseManager			8020B758	116	8020363C	116	801EB5F4	116
__dt__18TMonteMBaseManagerFv	.text	TMonteMBaseManager	~TMonteMBaseManager			8020B7CC	116	802036B0	116	801EB668	116
push__21TSpcStack<9TSpcSlice>FRC9TSpcSlice	.text	TSpcStack<TSpcSlice>	push			802104E0	104	802083C4	104	801F037C	104
__dt__Q26JDrama10TCharacterFv	.text	JDrama::TCharacter	~TCharacter			8021C968	100	802148BC	100	801FC878	100
__dt__Q26JDrama47TViewObjPtrListT<9THitActor,Q26JDrama8TViewObj>Fv	.text	JDrama::TViewObjPtrListT<THitActor\,JDrama::TViewObj>	~TViewObjPtrListT			80223734	140	8021B688	140	80203644	140
reset__10TDLTexQuadFv	.text	TDLTexQuad	reset			8022392C	24	8021B880	24	8020383C	24
getFog__10J3DPEBlockFv	.text	J3DPEBlock	getFog			8022657C	8	8021E4D0	8	8020648C	8
getUseMtxIndex__11J3DShapeMtxCFUs	.text	J3DShapeMtx	getUseMtxIndex			802316B8	8	8022960C	8	802115C8	8
getUseMtxNum__11J3DShapeMtxCFv	.text	J3DShapeMtx	getUseMtxNum			802316C0	8	80229614	8	802115D0	8
__dt__18J3DMtxCalcBasicAnmFv	.text	J3DMtxCalcBasicAnm	~J3DMtxCalcBasicAnm			80232114	228	8022A068	228	80212024	228
init__15J3DMtxCalcBasicFRC3VecRA3_A4_Cf	.text	J3DMtxCalcBasic	init			802321F8	280	8022A14C	280	80212108	280
calc__18J3DMtxCalcBasicAnmFUs	.text	J3DMtxCalcBasicAnm	calc			80232310	36	8022A264	36	80212220	36
@104@4@calc__18J3DMtxCalcBasicAnmFUs	.text	J3DMtxCalcBasicAnm	calc			80233128	20	8022B07C	20	80213038	20
@104@4@calcTransform__15J3DMtxCalcBasicFUsRC16J3DTransformInfo	.text	J3DMtxCalcBasic	calcTransform			8023313C	20	8022B090	20	8021304C	20
@104@4@init__15J3DMtxCalcBasicFRC3VecRA3_A4_Cf	.text	J3DMtxCalcBasic	init			80233150	20	8022B0A4	20	80213060	20
@80@calc__18J3DMtxCalcBasicAnmFUs	.text	J3DMtxCalcBasicAnm	calc			80233164	8	8022B0B8	8	80213074	8
@80@__dt__18J3DMtxCalcBasicAnmFv	.text	J3DMtxCalcBasicAnm	~J3DMtxCalcBasicAnm			8023316C	8	8022B0C0	8	8021307C	8
__dt__13JKRFileFinderFv	.text	JKRFileFinder	~JKRFileFinder			8023C900	76	8023468C	76	8021C648	76
entry__12J3DMatPacketFP13J3DDrawBuffer	.text	J3DMatPacket	entry			8023E564	96	802362F0	96	8021E2AC	96
getNozzleKind__11TNozzleBaseCFv	.text	TNozzleBase	getNozzleKind			8026266C	8	8025A3F8	8	802423BC	8
isEmitting__9TWaterGunFv	.text	TWaterGun	isEmitting			80269620	252	802613AC	252	80249370	252
getPosition__20JSUMemoryInputStreamCFv	.text	JSUMemoryInputStream	getPosition			80280FD8	8	80278D64	8	80260D28	8
getLength__20JSUMemoryInputStreamCFv	.text	JSUMemoryInputStream	getLength			80280FE0	8	80278D6C	8	80260D30	8
executeAfter__34JPACallBackBase<P14JPABaseEmitter>FP14JPABaseEmitter	.text	JPACallBackBase<JPABaseEmitter*>	executeAfter			80288FCC	4	80280D58	4	80268D1C	4
execute__34JPACallBackBase<P14JPABaseEmitter>FP14JPABaseEmitter	.text	JPACallBackBase<JPABaseEmitter*>	execute			80288FF4	4	80280D80	4	80268D44	4
draw__34JPACallBackBase<P14JPABaseEmitter>FP14JPABaseEmitter	.text	JPACallBackBase<JPABaseEmitter*>	draw			80288FF8	4	80280D84	4	80268D48	4
evStartMontemanFanfare__FP32TSpcTypedInterp<13TEventWatcher>Ul	.text	System	evStartMontemanFanfare			80289944	156	802816D0	156	80269694	156
evStartMontemanBGM__FP32TSpcTypedInterp<13TEventWatcher>Ul	.text	System	evStartMontemanBGM			802899E0	208	8028176C	208	80269730	208
__dt__Q26JDrama8TEfbCtrlFv	.text	JDrama::TEfbCtrl	~TEfbCtrl			8029BA68	116	80293944	116	8027B75C	116
__dt__Q26JDrama11TDrawBufObjFv	.text	JDrama::TDrawBufObj	~TDrawBufObj			8029F8A4	116	80297780	116	8027F6D4	116
SMSSetupGCLogoRenderMode__FP16_GXRenderModeObj	.text	System	SMSSetupGCLogoRenderMode					8029D21C	192	802851B8	192
load2DResource2Aram__Fv	.text	System	load2DResource2Aram					8029F18C	692		
SMSGetRealVSyncTimesPerSec__Fv	.text	System	SMSGetRealVSyncTimesPerSec					8029FCF4	100	80287AE4	100
SMSGetGCLogoVideoHeight__FUl	.text	System	SMSGetGCLogoVideoHeight					802A0C28	32	80288A80	32
SMSGetTitleVideoHeight__FUl	.text	System	SMSGetTitleVideoHeight					802A0C80	64	80288AD8	64
SMSGetGameVideoHeight__FUl	.text	System	SMSGetGameVideoHeight					802A0CC8	64	80288B20	64
__ct__Q26JDrama6TActorFPCc	.text	JDrama::TActor	TActor			802AC7E4	204	802A46F4	204	8028C54C	204
thpInit__12TMarDirectorFv	.text	TMarDirector	thpInit			802B35CC	284	802AB4DC	396	802932B4	288
perform__13TEndingStringFUlPQ26JDrama9TGraphics	.text	TEndingString	perform			802B70DC	320	802AF0AC	320		
__ct__13TEndingStringFPCc	.text	TEndingString	TEndingString			802B721C	232	802AF1EC	232		
